Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","040","Austria","5412","Yield","0115","Barley","2016","2016","kg/ha","6122.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0115","Barley","2017","2017","kg/ha","5630","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0115","Barley","2018","2018","kg/ha","4961.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0115","Barley","2019","2019","kg/ha","6034.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0115","Barley","2020","2020","kg/ha","6415.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0115","Barley","2021","2021","kg/ha","6006.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2000","2000","kg/ha","29262.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2001","2001","kg/ha","30039.4","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2002","2002","kg/ha","30383.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2003","2003","kg/ha","26528.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2004","2004","kg/ha","31611.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2005","2005","kg/ha","34398.5","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2006","2006","kg/ha","29864.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2007","2007","kg/ha","29493.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2008","2008","kg/ha","33199.3","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2009","2009","kg/ha","32494.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2010","2010","kg/ha","30570.3","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2011","2011","kg/ha","35712.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2012","2012","kg/ha","30549.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2013","2013","kg/ha","28589.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2014","2014","kg/ha","35102","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2015","2015","kg/ha","26339","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2016","2016","kg/ha","36155.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2017","2017","kg/ha","28419.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2018","2018","kg/ha","29374.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2019","2019","kg/ha","31341.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2020","2020","kg/ha","36516.5","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2021","2021","kg/ha","34117.5","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2000","2000","kg/ha","4468.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2001","2001","kg/ha","5241.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2002","2002","kg/ha","4966.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2003","2003","kg/ha","4380.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2004","2004","kg/ha","5923.4","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2005","2005","kg/ha","5028.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2006","2006","kg/ha","4906.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2007","2007","kg/ha","4776.3","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2008","2008","kg/ha","5693.5","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2009","2009","kg/ha","4929.5","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2010","2010","kg/ha","5011.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2011","2011","kg/ha","5854.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2012","2012","kg/ha","4138.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2013","2013","kg/ha","5374.3","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2014","2014","kg/ha","5921.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2015","2015","kg/ha","5696.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2016","2016","kg/ha","6253.4","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2017","2017","kg/ha","4871.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2018","2018","kg/ha","4645.3","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2019","2019","kg/ha","5737.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2020","2020","kg/ha","5923.4","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2021","2021","kg/ha","5529.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2000","2000","100 g/An","3031","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2001","2001","100 g/An","2993","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2002","2002","100 g/An","2995","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2003","2003","100 g/An","3033","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2004","2004","100 g/An","3058","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2005","2005","100 g/An","3125","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2006","2006","100 g/An","3171","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2007","2007","100 g/An","3225","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2008","2008","100 g/An","3245","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2009","2009","100 g/An","3234","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2010","2010","100 g/An","3227","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2011","2011","100 g/An","3227","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2012","2012","100 g/An","3268","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2013","2013","100 g/An","3306","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2014","2014","100 g/An","3302","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2015","2015","100 g/An","3303","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2016","2016","100 g/An","3326","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2017","2017","100 g/An","3345","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2018","2018","100 g/An","3363","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2019","2019","100 g/An","3374","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2020","2020","100 g/An","3387","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2021","2021","100 g/An","3318","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2000","2000","kg/ha","5403.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2001","2001","kg/ha","5856.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2002","2002","kg/ha","5831","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2003","2003","kg/ha","5255.4","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2004","2004","kg/ha","6495.5","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2005","2005","kg/ha","6133.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2006","2006","kg/ha","5721.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2007","2007","kg/ha","5844.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2008","2008","kg/ha","6807.3","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2009","2009","kg/ha","6149.5","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2010","2010","kg/ha","5903.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2011","2011","kg/ha","7056.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2012","2012","kg/ha","6002.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2013","2013","kg/ha","5846.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2014","2014","kg/ha","7046.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2015","2015","kg/ha","6198.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2016","2016","kg/ha","7246.4","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2017","2017","kg/ha","6260.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2018","2018","kg/ha","6145.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2019","2019","kg/ha","6954.3","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2020","2020","kg/ha","7386.4","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1717","Cereals, primary","2021","2021","kg/ha","7112.4","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2000","2000","100 mg/An","165011","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2001","2001","100 mg/An","164992","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2002","2002","100 mg/An","164986","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2003","2003","100 mg/An","165013","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2004","2004","100 mg/An","165005","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2005","2005","100 mg/An","163800","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2006","2006","100 mg/An","163208","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2007","2007","100 mg/An","163196","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2008","2008","100 mg/An","162589","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2009","2009","100 mg/An","165308","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2010","2010","100 mg/An","165323","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2011","2011","100 mg/An","165316","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2012","2012","100 mg/An","166668","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2013","2013","100 mg/An","166654","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2014","2014","100 mg/An","169137","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2015","2015","100 mg/An","169119","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2016","2016","100 mg/An","169741","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2017","2017","100 mg/An","169744","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2018","2018","100 mg/An","171117","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2019","2019","100 mg/An","171131","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5410","Yield","F1783","Eggs Primary","2020","2020","100 mg/An","181700","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2000","2000","kg/ha","16294.6","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2001","2001","kg/ha","15484.6","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2002","2002","kg/ha","16201.2","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2003","2003","kg/ha","16950.5","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2004","2004","kg/ha","17905.3","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2005","2005","kg/ha","15719.8","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2006","2006","kg/ha","16928.4","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2007","2007","kg/ha","18025.4","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2008","2008","kg/ha","18767.5","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2009","2009","kg/ha","17922.3","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2010","2010","kg/ha","10959.3","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2011","2011","kg/ha","14995.3","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2012","2012","kg/ha","12176.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2013","2013","kg/ha","12194.4","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2014","2014","kg/ha","12310.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2015","2015","kg/ha","12885.3","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2016","2016","kg/ha","7363.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2017","2017","kg/ha","10351.4","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2018","2018","kg/ha","16461.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2019","2019","kg/ha","11243.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2020","2020","kg/ha","12389.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","F1738","Fruit Primary","2021","2021","kg/ha","11803.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2000","2000","0.1 g/An","17063","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2001","2001","0.1 g/An","17531","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2002","2002","0.1 g/An","17664","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2003","2003","0.1 g/An","17718","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2004","2004","0.1 g/An","18297","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2005","2005","0.1 g/An","18155","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2006","2006","0.1 g/An","18204","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2007","2007","0.1 g/An","17626","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2008","2008","0.1 g/An","17593","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2009","2009","0.1 g/An","16895","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2010","2010","0.1 g/An","16719","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2011","2011","0.1 g/An","16638","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2012","2012","0.1 g/An","16748","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2013","2013","0.1 g/An","16485","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2014","2014","0.1 g/An","16303","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2015","2015","0.1 g/An","16276","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2016","2016","0.1 g/An","16307","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2017","2017","0.1 g/An","15886","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2018","2018","0.1 g/An","14233","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2019","2019","0.1 g/An","14242","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2000","2000","100 g/An","47916","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2001","2001","100 g/An","49589","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2002","2002","100 g/An","50362","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2003","2003","100 g/An","51759","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2004","2004","100 g/An","54121","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2005","2005","100 g/An","53694","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2006","2006","100 g/An","55212","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2007","2007","100 g/An","55420","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2008","2008","100 g/An","56040","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2009","2009","100 g/An","55802","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2010","2010","100 g/An","56004","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2011","2011","100 g/An","56833","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2012","2012","100 g/An","58501","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2013","2013","100 g/An","58756","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2014","2014","100 g/An","59637","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2015","2015","100 g/An","60150","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2016","2016","100 g/An","61590","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2017","2017","100 g/An","62137","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2018","2018","100 g/An","62098","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2019","2019","100 g/An","62375","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2020","2020","100 g/An","62887","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","F1780","Milk, Total","2021","2021","100 g/An","62471","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2000","2000","100 g/An","204","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2001","2001","100 g/An","212","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2002","2002","100 g/An","213","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2003","2003","100 g/An","211","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2004","2004","100 g/An","208","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2005","2005","100 g/An","210","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2006","2006","100 g/An","222","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2007","2007","100 g/An","218","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2008","2008","100 g/An","215","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2009","2009","100 g/An","214","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2010","2010","100 g/An","217","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2011","2011","100 g/An","215","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2012","2012","100 g/An","212","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2013","2013","100 g/An","233","A","Official figure",""
